sg	trm	hm	xyz
135	a-b,a+b,c	C 42/m c g1	x,y,z;-x,-y,z;-y,x,z+1/2;y,-x,z+1/2;-y,-x+1/2,-z;y,x+1/2,-z;-x,y+1/2,-z+1/2;x,-y+1/2,-z+1/2;-x,-y,-z;x,y,-z;y,-x,-z+1/2;-y,x,-z+1/2;y,x+1/2,z;-y,-x+1/2,z;x,-y+1/2,z+1/2;-x,y+1/2,z+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-y+1/2,x+1/2,z+1/2;y+1/2,-x+1/2,z+1/2;-x+1/2,-y+1/2,-z;x+1/2,y+1/2,-z;y+1/2,-x+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2
136	a,b,c	P 42/m n m	x,y,z;-x,-y,z;-y+1/2,x+1/2,z+1/2;y+1/2,-x+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,-z+1/2;y,x,-z;-y,-x,-z;-x,-y,-z;x,y,-z;y+1/2,-x+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2;x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,z+1/2;-y,-x,z;y,x,z
136	a-b,a+b,c	C 42/m m g2	x,y,z;-x,-y,z;-y,x+1/2,z+1/2;y,-x+1/2,z+1/2;-y,-x+1/2,-z+1/2;y,x+1/2,-z+1/2;-x,y,-z;x,-y,-z;-x,-y,-z;x,y,-z;y,-x+1/2,-z+1/2;-y,x+1/2,-z+1/2;y,x+1/2,z+1/2;-y,-x+1/2,z+1/2;x,-y,z;-x,y,z;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;-x+1/2,-y+1/2,-z;x+1/2,y+1/2,-z;x+1/2,-y+1/2,z;-x+1/2,y+1/2,z
137	a,b,c	P 42/n m c  [origin 2]	x,y,z;-x+1/2,-y+1/2,z;-y+1/2,x,z+1/2;y,-x+1/2,z+1/2;-x,y+1/2,-z;x+1/2,-y,-z;y+1/2,x+1/2,-z+1/2;-y,-x,-z+1/2;-x,-y,-z;x+1/2,y+1/2,-z;y+1/2,-x,-z+1/2;-y,x+1/2,-z+1/2;x,-y+1/2,z;-x+1/2,y,z;-y+1/2,-x+1/2,z+1/2;y,x,z+1/2
137	a-b,a+b,c	C 42/e c m :2	x,y,z;-x,-y+1/2,z;-y+1/4,x+1/4,z+1/2;y-1/4,-x+1/4,z+1/2;-y-1/4,-x+1/4,-z;y+1/4,x+1/4,-z;-x,y+1/2,-z+1/2;x,-y,-z+1/2;-x,-y,-z;x,y+1/2,-z;y+1/4,-x+1/4,-z+1/2;-y-1/4,x+1/4,-z+1/2;y-1/4,x+1/4,z;-y+1/4,-x+1/4,z;x,-y+1/2,z+1/2;-x,y,z+1/2;x+1/2,y+1/2,z;-y+3/4,x+3/4,z+1/2;y+1/4,-x+3/4,z+1/2;-y+1/4,-x+3/4,-z;y+3/4,x+3/4,-z;x+1/2,-y+1/2,-z+1/2;-x+1/2,-y+1/2,-z;y+3/4,-x+3/4,-z+1/2;-y+1/4,x+3/4,-z+1/2;y+1/4,x+3/4,z;-y+3/4,-x+3/4,z;-x+1/2,y+1/2,z+1/2
137	a,b,c;-1/4,1/4,-1/4	P 42/n m c :1	x,y,z;-y+1/2,x-1/2,z+1/2;y+1/2,-x+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;x+1/2,-y-1/2,-z+1/2;-x+1/2,-y-1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;x,-y,z;-y+1/2,-x+1/2,z+1/2;y+1/2,x-1/2,z+1/2
137	a-b,a+b,c;-1/4,1/4,-1/4	C 42/e c m :1	x,y,z;-x+1/2,-y+1/2,z;-y+1/2,x,z+1/2;y,-x+1/2,z+1/2;-y,-x+1/2,-z+1/2;y+1/2,x,-z+1/2;-x+1/2,-y,-z+1/2;x,y+1/2,-z+1/2;y,x,z;-y+1/2,-x+1/2,z;x,-y+1/2,z+1/2;-x+1/2,y,z+1/2;x+1/2,y+1/2,z;y+1/2,x+1/2,z
138	a,b,c	P 42/n c m  [origin 2]	x,y,z;-x+1/2,-y+1/2,z;-y+1/2,x,z+1/2;y,-x+1/2,z+1/2;-x,y+1/2,-z+1/2;x+1/2,-y,-z+1/2;y+1/2,x+1/2,-z;-y,-x,-z;-x,-y,-z;x+1/2,y+1/2,-z;y+1/2,-x,-z+1/2;-y,x+1/2,-z+1/2;x,-y+1/2,z+1/2;-x+1/2,y,z+1/2;-y+1/2,-x+1/2,z;y,x,z
138	a-b,a+b,c	C 42/e m c :2	x,y,z;-x,-y+1/2,z;-y+1/4,x+1/4,z+1/2;y-1/4,-x+1/4,z+1/2;-y-1/4,-x+1/4,-z+1/2;y+1/4,x+1/4,-z+1/2;-x,y+1/2,-z;x,-y,-z;-x,-y,-z;x,y+1/2,-z;y+1/4,-x+1/4,-z+1/2;-y-1/4,x+1/4,-z+1/2;y-1/4,x+1/4,z+1/2;-y+1/4,-x+1/4,z+1/2;x,-y+1/2,z;-x,y,z;x+1/2,y+1/2,z;-y+3/4,x+3/4,z+1/2;y+1/4,-x+3/4,z+1/2;-y+1/4,-x+3/4,-z+1/2;y+3/4,x+3/4,-z+1/2;x+1/2,-y+1/2,-z;-x+1/2,-y+1/2,-z;y+3/4,-x+3/4,-z+1/2;-y+1/4,x+3/4,-z+1/2;y+1/4,x+3/4,z+1/2;-y+3/4,-x+3/4,z+1/2;-x+1/2,y+1/2,z
138	a,b,c;-1/4,1/4,-1/4	P 42/n c m :1	x,y,z;-y+1/2,x-1/2,z+1/2;y+1/2,-x+1/2,z+1/2;-y,-x,-z+1/2;-x+1/2,-y-1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;x,-y,z+1/2;-y+1/2,-x+1/2,z;y+1/2,x-1/2,z
138	a-b,a+b,c;-1/4,1/4,-1/4	C 42/e m c :1	x,y,z;-x+1/2,-y+1/2,z;-y+1/2,x,z+1/2;y,-x+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;x,-y,-z+1/2;-x+1/2,-y,-z+1/2;x,y+1/2,-z+1/2;y,x,z+1/2;-y+1/2,-x+1/2,z+1/2;x,-y+1/2,z;-x+1/2,y,z;x+1/2,y+1/2,z;x+1/2,-y+1/2,-z+1/2;y+1/2,x+1/2,z+1/2
139	a,b,c	I 4/m m m	x,y,z;-x,-y,z;-y,x,z;y,-x,z;-x,y,-z;x,-y,-z;y,x,-z;-y,-x,-z;-x,-y,-z;x,y,-z;y,-x,-z;-y,x,-z;x,-y,z;-x,y,z;-y,-x,z;y,x,z;x+1/2,y+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;-y+1/2,x+1/2,z+1/2;y+1/2,-x+1/2,z+1/2;-x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,-z+1/2;y+1/2,x+1/2,-z+1/2;-y+1/2,-x+1/2,-z+1/2;-x+1/2,-y+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;y+1/2,-x+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2;x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,z+1/2;-y+1/2,-x+1/2,z+1/2;y+1/2,x+1/2,z+1/2
139	a-b,a+b,c	F 4/m m m	x,y,z;-x,-y,z;-y,x,z;y,-x,z;-y,-x,-z;y,x,-z;-x,y,-z;x,-y,-z;-x,-y,-z;x,y,-z;y,-x,-z;-y,x,-z;y,x,z;-y,-x,z;x,-y,z;-x,y,z;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;-y,x+1/2,z+1/2;y,-x+1/2,z+1/2;-y,-x+1/2,-z+1/2;y,x+1/2,-z+1/2;-x,y+1/2,-z+1/2;x,-y+1/2,-z+1/2;-x,-y+1/2,-z+1/2;x,y+1/2,-z+1/2;y,-x+1/2,-z+1/2;-y,x+1/2,-z+1/2;y,x+1/2,z+1/2;-y,-x+1/2,z+1/2;x,-y+1/2,z+1/2;-x,y+1/2,z+1/2;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-y+1/2,x+1/2,z;y+1/2,-x+1/2,z;-y+1/2,-x+1/2,-z;y+1/2,x+1/2,-z;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;-x+1/2,-y+1/2,-z;x+1/2,y+1/2,-z;y+1/2,-x+1/2,-z;-y+1/2,x+1/2,-z;y+1/2,x+1/2,z;-y+1/2,-x+1/2,z;x+1/2,-y+1/2,z;-x+1/2,y+1/2,z
140	a,b,c	I 4/m c m	x,y,z;-x,-y,z;-y,x,z;y,-x,z;-x,y,-z+1/2;x,-y,-z+1/2;y,x,-z+1/2;-y,-x,-z+1/2;-x,-y,-z;x,y,-z;y,-x,-z;-y,x,-z;x,-y,z+1/2;-x,y,z+1/2;-y,-x,z+1/2;y,x,z+1/2;x+1/2,y+1/2,z+1/2;-x+1/2,-y+1/2,z+1/2;-y+1/2,x+1/2,z+1/2;y+1/2,-x+1/2,z+1/2;-x+1/2,y+1/2,-z;x+1/2,-y+1/2,-z;y+1/2,x+1/2,-z;-y+1/2,-x+1/2,-z;-x+1/2,-y+1/2,-z+1/2;x+1/2,y+1/2,-z+1/2;y+1/2,-x+1/2,-z+1/2;-y+1/2,x+1/2,-z+1/2;x+1/2,-y+1/2,z;-x+1/2,y+1/2,z;-y+1/2,-x+1/2,z;y+1/2,x+1/2,z
140	a-b,a+b,c	F 4/m m c	x,y,z;-x,-y,z;-y,x,z;y,-x,z;-y,-x,-z+1/2;y,x,-z+1/2;-x,y,-z+1/2;x,-y,-z+1/2;-x,-y,-z;x,y,-z;y,-x,-z;-y,x,-z;y,x,z+1/2;-y,-x,z+1/2;x,-y,z+1/2;-x,y,z+1/2;x,y+1/2,z+1/2;-x,-y+1/2,z+1/2;-y,x+1/2,z+1/2;y,-x+1/2,z+1/2;-y,-x+1/2,-z;y,x+1/2,-z;-x,y+1/2,-z;x,-y+1/2,-z;-x,-y+1/2,-z+1/2;x,y+1/2,-z+1/2;y,-x+1/2,-z+1/2;-y,x+1/2,-z+1/2;y,x+1/2,z;-y,-x+1/2,z;x,-y+1/2,z;-x,y+1/2,z;x+1/2,y+1/2,z;-x+1/2,-y+1/2,z;-y+1/2,x+1/2,z;y+1/2,-x+1/2,z;-y+1/2,-x+1/2,-z+1/2;y+1/2,x+1/2,-z+1/2;-x+1/2,y+1/2,-z+1/2;x+1/2,-y+1/2,-z+1/2;-x+1/2,-y+1/2,-z;x+1/2,y+1/2,-z;y+1/2,-x+1/2,-z;-y+1/2,x+1/2,-z;y+1/2,x+1/2,z+1/2;-y+1/2,-x+1/2,z+1/2;x+1/2,-y+1/2,z+1/2;-x+1/2,y+1/2,z+1/2
141	a,b,c	I 41/a m d  [origin 2]	x,y,z;-x+1/2,-y,z+1/2;-y+1/4,x+3/4,z+1/4;y+1/4,-x+1/4,z+3/4;-x+1/2,y,-z+1/2;x,-y,-z;y+1/4,x+3/4,-z+1/4;-y+1/4,-x+1/4,-z+3/4;-x,-y,-z;x+1/2,y,-z+1/2;y+3/4,-x+1/4,-z+3/4;-y+3/4,x+3/4,-z+1/4;x+1/2,-y,z+1/2;-x,y,z;-y+3/4,-x+1/4,z+3/4;y+3/4,x+3/4,z+1/4;x+1/2,y+1/2,z+1/2;-x,-y+1/2,z;-y+3/4,x+1/4,z+3/4;y+3/4,-x+3/4,z+1/4;-x,y+1/2,-z;x+1/2,-y+1/2,-z+1/2;y+3/4,x+1/4,-z+3/4;-y+3/4,-x+3/4,-z+1/4;-x+1/2,-y+1/2,-z+1/2;x,y+1/2,-z;y+1/4,-x+3/4,-z+1/4;-y+1/4,x+1/4,-z+3/4;x,-y+1/2,z;-x+1/2,y+1/2,z+1/2;-y+1/4,-x+3/4,z+1/4;y+1/4,x+1/4,z+3/4
141	a-b,a+b,c	F 41/d d m :2	x,y,z;-x+1/4,-y+1/4,z+1/2;-y-1/4,x+1/2,z+1/4;y,-x+1/4,z+3/4;-y+1/4,-x+1/4,-z+1/2;y,x,-z;-x-1/4,y+1/2,-z+1/4;x,-y+1/4,-z+3/4;-x,-y,-z;x+1/4,y+1/4,-z+1/2;y+1/4,-x+1/2,-z+3/4;-y,x+3/4,-z+1/4;y+1/4,x+1/4,z+1/2;-y,-x,z;x+1/4,-y+1/2,z+3/4;-x,y+3/4,z+1/4;x,y+1/2,z+1/2;-x-1/4,-y+1/4,z;-y+1/4,x+1/2,z+3/4;y,-x+3/4,z+1/4;-y-1/4,-x+1/4,-z;y,x+1/2,-z+1/2;-x+1/4,y+1/2,-z+3/4;x,-y+3/4,-z+1/4;-x,-y+1/2,-z+1/2;x-1/4,y+1/4,-z;y-1/4,-x+1/2,-z+1/4;-y,x+1/4,-z+3/4;y-1/4,x+1/4,z;-y,-x+1/2,z+1/2;x-1/4,-y+1/2,z+1/4;-x,y+1/4,z+3/4;x+1/2,y+1/2,z;-x+3/4,-y+3/4,z+1/2;y+1/2,-x+3/4,z+3/4;-y+3/4,-x+3/4,-z+1/2;y+1/2,x+1/2,-z;x+1/2,-y+3/4,-z+3/4;-x+1/2,-y+1/2,-z;x+3/4,y+3/4,-z+1/2;-y+1/2,x+5/4,-z+1/4;y+3/4,x+3/4,z+1/2;-y+1/2,-x+1/2,z;-x+1/2,y+5/4,z+1/4;-x+1/4,-y+3/4,z;y+1/2,-x+5/4,z+1/4;-y+1/4,-x+3/4,-z;x+1/2,-y+5/4,-z+1/4;x+1/4,y+3/4,-z;-y+1/2,x+3/4,-z+3/4;y+1/4,x+3/4,z;-x+1/2,y+3/4,z+3/4
141	a,b,c;0,1/4,-1/8	I 41/a m d :1	x,y,z;-x+1/2,-y-130/3,z+1/2;-y-21.41667,x-20.91667,z+1/4;y+21.91667,-x-21.41667,z+3/4;-x+1/2,y,-z+251/6;x,-y-130/3,-z+124/3;y+21.91667,x-20.91667,-z+499/12;-y-21.41667,-x-21.41667,-z+505/12;-x,-y-130/3,-z+124/3;x+1/2,y,-z+251/6;y+22.41667,-x-21.41667,-z+505/12;-y-20.91667,x-20.91667,-z+499/12;x+1/2,-y-130/3,z+1/2;-x,y,z;-y-20.91667,-x-21.41667,z+3/4;y+22.41667,x-20.91667,z+1/4;x+1/2,y+1/2,z+1/2;-x,-y-257/6,z;-y-20.91667,x-21.41667,z+3/4;y+22.41667,-x-20.91667,z+1/4;-x,y+1/2,-z+124/3;x+1/2,-y-257/6,-z+251/6;y+22.41667,x-21.41667,-z+505/12;-y-20.91667,-x-20.91667,-z+499/12;-x+1/2,-y-257/6,-z+251/6;x,y+1/2,-z+124/3;y+21.91667,-x-20.91667,-z+499/12;-y-21.41667,x-21.41667,-z+505/12;x,-y-257/6,z;-x+1/2,y+1/2,z+1/2;-y-21.41667,-x-20.91667,z+1/4;y+21.91667,x-21.41667,z+3/4
141	a-b,a+b,c;0,1/4,-1/8	F 41/d d m :1	x,y,z;-x+21.91667,-y-21.41667,z+1/2;-y-1/4,x-21.16667,z+1/4;y+65/3,-x+1/4,z+3/4;-y+1/4,-x+1/4,-z+251/6;y+65/3,x-65/3,-z+124/3;-x+21.41667,y+1/2,-z+499/12;x,-y-21.41667,-z+505/12;-x+65/3,-y-65/3,-z+124/3;x+1/4,y+1/4,-z+251/6;y+21.91667,-x+1/2,-z+505/12;-y,x-20.91667,-z+499/12;y+21.91667,x-21.41667,z+1/2;-y,-x,z;x+1/4,-y-21.16667,z+3/4;-x+65/3,y+3/4,z+1/4;x,y+1/2,z+1/2;-x+21.41667,-y-21.41667,z;-y+1/4,x-21.16667,z+3/4;y+65/3,-x+3/4,z+1/4;-y-1/4,-x+1/4,-z+124/3;y+65/3,x-21.16667,-z+251/6;-x+21.91667,y+1/2,-z+505/12;x,-y-20.91667,-z+499/12;-x+65/3,-y-21.16667,-z+251/6;x-1/4,y+1/4,-z+124/3;y+21.41667,-x+1/2,-z+499/12;-y,x-21.41667,-z+505/12;y+21.41667,x-21.41667,z;-y,-x+1/2,z+1/2;x-1/4,-y-21.16667,z+1/4;-x+65/3,y+1/4,z+3/4;x+1/2,y+1/2,z;-x+22.41667,-y-20.91667,z+1/2;-y+1/4,x-62/3,z+1/4;y+22.16667,-x+3/4,z+3/4;-y+3/4,-x+3/4,-z+251/6;y+22.16667,x-21.16667,-z+124/3;x+1/2,-y-20.91667,-z+505/12;-x+22.16667,-y-21.16667,-z+124/3;x+3/4,y+3/4,-z+251/6;-y+1/2,x-20.41667,-z+499/12;y+22.41667,x-20.91667,z+1/2;-y+1/2,-x+1/2,z;x+3/4,-y-62/3,z+3/4;-x+22.16667,y+5/4,z+1/4;-x+21.91667,-y-20.91667,z;-y+3/4,x-62/3,z+3/4;y+22.16667,-x+5/4,z+1/4;-y+1/4,-x+3/4,-z+124/3;y+22.16667,x-62/3,-z+251/6;x+1/2,-y-20.41667,-z+499/12;-x+22.16667,-y-62/3,-z+251/6;x+1/4,y+3/4,-z+124/3;-y+1/2,x-20.91667,-z+505/12;y+21.91667,x-20.91667,z;x+1/4,-y-62/3,z+1/4;-x+22.16667,y+3/4,z+3/4
142	a,b,c	I 41/a c d  [origin 2]	x,y,z;-x+1/2,-y,z+1/2;-y+1/4,x+3/4,z+1/4;y+1/4,-x+1/4,z+3/4;-x+1/2,y,-z;x,-y,-z+1/2;y+1/4,x+3/4,-z+3/4;-y+1/4,-x+1/4,-z+1/4;-x,-y,-z;x+1/2,y,-z+1/2;y+3/4,-x+1/4,-z+3/4;-y+3/4,x+3/4,-z+1/4;x+1/2,-y,z;-x,y,z+1/2;-y+3/4,-x+1/4,z+1/4;y+3/4,x+3/4,z+3/4;x+1/2,y+1/2,z+1/2;-x,-y+1/2,z;-y+3/4,x+1/4,z+3/4;y+3/4,-x+3/4,z+1/4;-x,y+1/2,-z+1/2;x+1/2,-y+1/2,-z;y+3/4,x+1/4,-z+1/4;-y+3/4,-x+3/4,-z+3/4;-x+1/2,-y+1/2,-z+1/2;x,y+1/2,-z;y+1/4,-x+3/4,-z+1/4;-y+1/4,x+1/4,-z+3/4;x,-y+1/2,z+1/2;-x+1/2,y+1/2,z;-y+1/4,-x+3/4,z+3/4;y+1/4,x+1/4,z+1/4
142	a-b,a+b,c	F 41/d d c :2	x,y,z;-x+1/4,-y+1/4,z+1/2;-y-1/4,x+1/2,z+1/4;y,-x+1/4,z+3/4;-y+1/4,-x+1/4,-z;y,x,-z+1/2;-x-1/4,y+1/2,-z+3/4;x,-y+1/4,-z+1/4;-x,-y,-z;x+1/4,y+1/4,-z+1/2;y+1/4,-x+1/2,-z+3/4;-y,x+3/4,-z+1/4;y+1/4,x+1/4,z;-y,-x,z+1/2;x+1/4,-y+1/2,z+1/4;-x,y+3/4,z+3/4;x,y+1/2,z+1/2;-x-1/4,-y+1/4,z;-y+1/4,x+1/2,z+3/4;y,-x+3/4,z+1/4;-y-1/4,-x+1/4,-z+1/2;y,x+1/2,-z;-x+1/4,y+1/2,-z+1/4;x,-y+3/4,-z+3/4;-x,-y+1/2,-z+1/2;x-1/4,y+1/4,-z;y-1/4,-x+1/2,-z+1/4;-y,x+1/4,-z+3/4;y-1/4,x+1/4,z+1/2;-y,-x+1/2,z;x-1/4,-y+1/2,z+3/4;-x,y+1/4,z+1/4;x+1/2,y+1/2,z;-x+3/4,-y+3/4,z+1/2;y+1/2,-x+3/4,z+3/4;-y+3/4,-x+3/4,-z;y+1/2,x+1/2,-z+1/2;x+1/2,-y+3/4,-z+1/4;-x+1/2,-y+1/2,-z;x+3/4,y+3/4,-z+1/2;-y+1/2,x+5/4,-z+1/4;y+3/4,x+3/4,z;-y+1/2,-x+1/2,z+1/2;-x+1/2,y+5/4,z+3/4;-x+1/4,-y+3/4,z;y+1/2,-x+5/4,z+1/4;-y+1/4,-x+3/4,-z+1/2;x+1/2,-y+5/4,-z+3/4;x+1/4,y+3/4,-z;-y+1/2,x+3/4,-z+3/4;y+1/4,x+3/4,z+1/2;-x+1/2,y+3/4,z+1/4
142	a,b,c;0,1/4,-1/8	I 41/a c d :1	x,y,z;-x+1/2,-y-130/3,z+1/2;-y-21.41667,x-20.91667,z+1/4;y+21.91667,-x-21.41667,z+3/4;-x+1/2,y,-z+124/3;x,-y-130/3,-z+251/6;y+21.91667,x-20.91667,-z+505/12;-y-21.41667,-x-21.41667,-z+499/12;-x,-y-130/3,-z+124/3;x+1/2,y,-z+251/6;y+22.41667,-x-21.41667,-z+505/12;-y-20.91667,x-20.91667,-z+499/12;x+1/2,-y-130/3,z;-x,y,z+1/2;-y-20.91667,-x-21.41667,z+1/4;y+22.41667,x-20.91667,z+3/4;x+1/2,y+1/2,z+1/2;-x,-y-257/6,z;-y-20.91667,x-21.41667,z+3/4;y+22.41667,-x-20.91667,z+1/4;-x,y+1/2,-z+251/6;x+1/2,-y-257/6,-z+124/3;y+22.41667,x-21.41667,-z+499/12;-y-20.91667,-x-20.91667,-z+505/12;-x+1/2,-y-257/6,-z+251/6;x,y+1/2,-z+124/3;y+21.91667,-x-20.91667,-z+499/12;-y-21.41667,x-21.41667,-z+505/12;x,-y-257/6,z+1/2;-x+1/2,y+1/2,z;-y-21.41667,-x-20.91667,z+3/4;y+21.91667,x-21.41667,z+1/4
142	a-b,a+b,c;0,1/4,-1/8	F 41/d d c :1	x,y,z;-x+21.91667,-y-21.41667,z+1/2;-y-1/4,x-21.16667,z+1/4;y+65/3,-x+1/4,z+3/4;-y+1/4,-x+1/4,-z+124/3;y+65/3,x-65/3,-z+251/6;-x+21.41667,y+1/2,-z+505/12;x,-y-21.41667,-z+499/12;-x+65/3,-y-65/3,-z+124/3;x+1/4,y+1/4,-z+251/6;y+21.91667,-x+1/2,-z+505/12;-y,x-20.91667,-z+499/12;y+21.91667,x-21.41667,z;-y,-x,z+1/2;x+1/4,-y-21.16667,z+1/4;-x+65/3,y+3/4,z+3/4;x,y+1/2,z+1/2;-x+21.41667,-y-21.41667,z;-y+1/4,x-21.16667,z+3/4;y+65/3,-x+3/4,z+1/4;-y-1/4,-x+1/4,-z+251/6;y+65/3,x-21.16667,-z+124/3;-x+21.91667,y+1/2,-z+499/12;x,-y-20.91667,-z+505/12;-x+65/3,-y-21.16667,-z+251/6;x-1/4,y+1/4,-z+124/3;y+21.41667,-x+1/2,-z+499/12;-y,x-21.41667,-z+505/12;y+21.41667,x-21.41667,z+1/2;-y,-x+1/2,z;x-1/4,-y-21.16667,z+3/4;-x+65/3,y+1/4,z+1/4;x+1/2,y+1/2,z;-x+22.41667,-y-20.91667,z+1/2;-y+1/4,x-62/3,z+1/4;y+22.16667,-x+3/4,z+3/4;-y+3/4,-x+3/4,-z+124/3;y+22.16667,x-21.16667,-z+251/6;x+1/2,-y-20.91667,-z+499/12;-x+22.16667,-y-21.16667,-z+124/3;x+3/4,y+3/4,-z+251/6;-y+1/2,x-20.41667,-z+499/12;y+22.41667,x-20.91667,z;-y+1/2,-x+1/2,z+1/2;x+3/4,-y-62/3,z+1/4;-x+22.16667,y+5/4,z+3/4;-x+21.91667,-y-20.91667,z;-y+3/4,x-62/3,z+3/4;y+22.16667,-x+5/4,z+1/4;-y+1/4,-x+3/4,-z+251/6;y+22.16667,x-62/3,-z+124/3;x+1/2,-y-20.41667,-z+505/12;-x+22.16667,-y-62/3,-z+251/6;x+1/4,y+3/4,-z+124/3;-y+1/2,x-20.91667,-z+505/12;y+21.91667,x-20.91667,z+1/2;x+1/4,-y-62/3,z+3/4;-x+22.16667,y+3/4,z+1/4
143	a,b,c	P 3	x,y,z;-y,x-y,z;-x+y,-x,z
144	a,b,c	P 31	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3
145	a,b,c	P 32	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3
146	a,b,c	R 3 :h	x,y,z;-y,x-y,z;-x+y,-x,z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3
146	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R 3 :R	x,y,z;z,x,y;y,z,x
147	a,b,c	P -3	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,-z;y,-x+y,-z;x-y,x,-z
148	a,b,c	R -3 :h	x,y,z;-y,x-y,z;-x+y,-x,z;-x,-y,-z;y,-x+y,-z;x-y,x,-z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;-x+2/3,-y+1/3,-z+1/3;y+2/3,-x+y+1/3,-z+1/3;x-y+2/3,x+1/3,-z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;-x+1/3,-y+2/3,-z+2/3;y+1/3,-x+y+2/3,-z+2/3;x-y+1/3,x+2/3,-z+2/3
148	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R -3 :R	x,y,z;z,x,y;y,z,x;-x,-y,-z;-z,-x,-y;-y,-z,-x
149	a,b,c	P 3 1 2	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,-z;-x+y,y,-z;x,x-y,-z
150	a,b,c	P 3 2 1	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z
151	a,b,c	P 31 1 2	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;-y,-x,-z+2/3;-x+y,y,-z+1/3;x,x-y,-z
152	a,b,c	P 31 2 1	x,y,z;-y,x-y,z+1/3;-x+y,-x,z+2/3;y,x,-z;x-y,-y,-z+2/3;-x,-x+y,-z+1/3
153	a,b,c	P 32 1 2	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;-y,-x,-z+1/3;-x+y,y,-z+2/3;x,x-y,-z
154	a,b,c	P 32 2 1	x,y,z;-y,x-y,z+2/3;-x+y,-x,z+1/3;y,x,-z;x-y,-y,-z+1/3;-x,-x+y,-z+2/3
155	a,b,c	R 3 2 :h	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,-z;x-y,-y,-z;-x,-x+y,-z;x+2/3,y+1/3,z+1/3;-y+2/3,x-y+1/3,z+1/3;-x+y+2/3,-x+1/3,z+1/3;y+2/3,x+1/3,-z+1/3;x-y+2/3,-y+1/3,-z+1/3;-x+2/3,-x+y+1/3,-z+1/3;x+1/3,y+2/3,z+2/3;-y+1/3,x-y+2/3,z+2/3;-x+y+1/3,-x+2/3,z+2/3;y+1/3,x+2/3,-z+2/3;x-y+1/3,-y+2/3,-z+2/3;-x+1/3,-x+y+2/3,-z+2/3
155	2/3a+1/3b+1/3c,-1/3a+1/3b+1/3c,-1/3a-2/3b+1/3c	R 3 2 :R	x,y,z;z,x,y;y,z,x;-z,-y,-x;-y,-x,-z;-x,-z,-y
156	a,b,c	P 3 m 1	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z;-x+y,y,z;x,x-y,z
157	a,b,c	P 3 1 m	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,z;x-y,-y,z;-x,-x+y,z
158	a,b,c	P 3 c 1	x,y,z;-y,x-y,z;-x+y,-x,z;-y,-x,z+1/2;-x+y,y,z+1/2;x,x-y,z+1/2
159	a,b,c	P 3 1 c	x,y,z;-y,x-y,z;-x+y,-x,z;y,x,z+1/2;x-y,-y,z+1/2;-x,-x+y,z+1/2
